"#client_address";"client_country";"lon";"lat";"client_provider";"mlabservername";"connect_time";"download_speed";"neubot_version";"platform";"remote_address";"test_name";"timestamp";"upload_speed";"latency";"uuid";"asnum";"region";"city";"hour";"month";"year";"weekday";"day";"filedate"
"91.35.12.186";"DE";9.300000;54.600000;"AS3320 Deutsche Telekom AG";"mlab1-ham01";0.042896;358784.705078;"0.004010999";"win32";"80.239.142.212";"speedtest";1336262415;47616.467614;0.038363;"814cec13-3959-4eae-a60d-4f1681a2e539";3320;"10";"Jörl";2;5;2012;6;6;"20120506"
"91.14.181.41";"DE";11.066700;50.283300;"AS3320 Deutsche Telekom AG";"mlab1-ham01";0.064299;369419.743711;"0.004011999";"win32";"80.239.142.212";"bittorrent";1336262753;46763.708847;-1.000000;"25329937-558d-46a5-ad71-2b2adc1d8807";3320;"02";"Rödental";2;5;2012;6;6;"20120506"
"109.193.99.144";"DE";8.191100;49.425800;"AS29562 Kabel BW GmbH";"mlab1-ham01";0.039952;1933199.360581;"0.004011999";"win32";"80.239.142.212";"bittorrent";1336262907;313319.702576;-1.000000;"62a0c3ba-8531-44c5-b8a3-ca82d00981cd";29562;"08";"Forst";2;5;2012;6;6;"20120506"
"85.182.44.160";"DE";9.000000;51.000000;"AS13184 Telefonica Germany GmbH & Co.OHG";"mlab1-ham01";0.055149;940765.502245;"0.004011999";"linux2";"80.239.142.212";"bittorrent";1336263177;112146.238297;-1.000000;"9f94f95a-9425-4ec6-a64a-2759fde21953";13184;"";"";2;5;2012;6;6;"20120506"
"92.206.69.60";"DE";13.400000;52.516700;"AS20676 QSC AG";"mlab1-ham01";0.047804;140374.942040;"0.004011999";"win32";"80.239.142.212";"speedtest";1336263352;114013.704827;0.102229;"42c5ce2b-642a-453b-8dc8-78105d2d2b74";20676;"16";"Berlin";2;5;2012;6;6;"20120506"
"93.219.117.242";"DE";12.950000;52.383300;"AS3320 Deutsche Telekom AG";"mlab1-ham01";0.026747;5732952.635232;"0.004011999";"linux2";"80.239.142.212";"bittorrent";1336263931;1051535.858126;-1.000000;"2522fb79-4e59-4c68-b014-2c4570739a62";3320;"11";"Werder";2;5;2012;6;6;"20120506"
"91.35.16.213";"DE";9.433300;54.783300;"AS3320 Deutsche Telekom AG";"mlab1-ham01";0.033616;359774.398629;"0.004010999";"win32";"80.239.142.212";"bittorrent";1336264037;47257.844357;-1.000000;"814cec13-3959-4eae-a60d-4f1681a2e539";3320;"10";"Flensburg";2;5;2012;6;6;"20120506"
"217.253.218.72";"DE";10.716700;50.950000;"AS3320 Deutsche Telekom AG";"mlab1-ham01";0.019613;1816077.194240;"0.004011999";"linux2";"80.239.142.212";"speedtest";1336264113;121029.909640;0.022372;"0575caf1-8a3d-4ae0-8b6e-5caaddb74121";3320;"15";"Gotha";2;5;2012;6;6;"20120506"
"88.217.66.168";"DE";11.733300;48.100000;"AS8767 M-net Telekommunikations GmbH, Germany";"mlab1-ham01";0.055878;1202936.557320;"0.004009999";"win32";"80.239.142.212";"speedtest";1336264191;130003.339522;0.050750;"1ccde378-8b74-4c88-bb1e-35d1b840d68d";8767;"02";"Haar";2;5;2012;6;6;"20120506"
"92.195.105.119";"DE";9.000000;51.000000;"AS20676 QSC AG";"mlab1-ham01";0.136357;196660.444334;"0.004011999";"darwin";"80.239.142.212";"speedtest";1336264387;38150.372039;0.094830;"81014317-071d-48ad-b6b8-adca554fbdf6";20676;"";"";2;5;2012;6;6;"20120506"
