"#client_address";"client_country";"lon";"lat";"client_provider";"mlabservername";"connect_time";"download_speed";"neubot_version";"platform";"remote_address";"test_name";"timestamp";"upload_speed";"latency";"uuid";"asnum";"region";"city";"hour";"month";"year";"weekday";"day";"filedate"
"156.17.30.81";"PL";17.033300;51.100000;"AS8970 WROCMAN-EDU educational part of WASK network, Wroclaw, Poland";"mlab2-ams01";0.034201;2665144.578048;"0.004011999";"win32";"213.244.128.161";"bittorrent";1336348801;1777559.065609;-1.000000;"2c4cc600-3296-4e64-ad99-77dd411867b4";8970;"72";"Wroclaw";2;5;2012;0;7;"20120507"
"94.242.213.174";"LU";6.166700;49.750000;"AS5577 root SA";"mlab2-ams01";0.053810;655299.184894;"0.004011999";"win32";"213.244.128.161";"speedtest";1336348872;33919.988484;0.059183;"982392e5-7403-45cf-86ce-2ea66ab35020";5577;"";"";2;5;2012;0;7;"20120507"
"197.237.48.254";"KE";36.816700;-1.283300;"AS15399 WANANCHI-KE";"mlab2-ams01";0.193731;36045.038333;"0.004010999";"freebsd9";"213.244.128.161";"speedtest";1336349067;75988.292586;0.199195;"73dd45ef-48d0-4383-8c48-4aec316d409a";15399;"05";"Nairobi";3;5;2012;0;7;"20120507"
"79.102.96.165";"SE";17.783300;59.250000;"AS2119 Telenor Norge AS";"mlab2-ams01";0.065009;1968049.707469;"0.004011999";"win32";"213.244.128.161";"bittorrent";1336349115;449897.918261;-1.000000;"b7de6f4d-9ad7-464c-96b5-64465905279b";2119;"26";"Norsborg";2;5;2012;0;7;"20120507"
"156.17.30.81";"PL";17.033300;51.100000;"AS8970 WROCMAN-EDU educational part of WASK network, Wroclaw, Poland";"mlab2-ams01";0.034083;2558632.066660;"0.004011999";"win32";"213.244.128.161";"speedtest";1336349171;2143111.366220;0.025007;"2c4cc600-3296-4e64-ad99-77dd411867b4";8970;"72";"Wroclaw";2;5;2012;0;7;"20120507"
"156.17.30.81";"PL";17.033300;51.100000;"AS8970 WROCMAN-EDU educational part of WASK network, Wroclaw, Poland";"mlab2-ams01";0.033996;2659536.142495;"0.004011999";"win32";"213.244.128.161";"bittorrent";1336349196;1787298.287198;-1.000000;"2c4cc600-3296-4e64-ad99-77dd411867b4";8970;"72";"Wroclaw";2;5;2012;0;7;"20120507"
"85.246.38.30";"PT";-7.900000;38.566700;"AS3243 PT Comunicacoes S.A.";"mlab2-ams01";0.095260;48144.676068;"0.004011999";"linux2";"213.244.128.161";"bittorrent";1336349521;18817.548572;-1.000000;"85e6914d-595b-4977-9314-7bcabf6263e7";3243;"08";"Évora";0;5;2012;0;7;"20120507"
"84.196.3.10";"BE";4.000000;50.833300;"AS6848 Telenet N.V.";"mlab2-ams01";0.019237;7219592.098819;"0.004011999";"win32";"213.244.128.161";"bittorrent";1336349525;419741.297303;-1.000000;"713e0647-3704-4889-973a-32df3da5340a";6848;"";"";2;5;2012;0;7;"20120507"
"93.182.131.66";"SE";13.183300;55.700000;"AS47155 ViaEuropa Sweden";"mlab2-ams01";0.171374;375073.023792;"0.004010999";"win32";"213.244.128.161";"speedtest";1336349530;79509.406489;0.185513;"6d617c5b-e051-41c7-9fd1-0df0435b3559";47155;"27";"Lund";2;5;2012;0;7;"20120507"
"194.218.98.60";"SE";15.000000;62.000000;"AS3301 TeliaSonera AB";"mlab2-ams01";0.029865;480945.759118;"0.004011999";"darwin";"213.244.128.161";"speedtest";1336349550;444177.239591;0.030710;"745b2352-01d8-47d8-abd3-d8157a1f2054";3301;"";"";2;5;2012;0;7;"20120507"
