"#client_address";"client_country";"lon";"lat";"client_provider";"mlabservername";"connect_time";"download_speed";"neubot_version";"platform";"remote_address";"test_name";"timestamp";"upload_speed";"latency";"uuid";"asnum";"region";"city";"hour";"month";"year";"weekday";"day";"filedate"
"76.106.4.91";"US";-77.270400;39.411700;"AS7922 Comcast Cable Communications, Inc.";"mlab3-lga01";0.040258;524865.285676;"0.004006999";"win32";"74.63.50.44";"bittorrent";1328313624;164402.065858;-1.000000;"4821117d-195b-42b2-a24d-f0cb98b8493a";7922;"MD";"New Market";0;2;2012;5;4;"20120204"
"189.27.237.204";"BR";-51.200000;-30.033300;"AS18881 Global Village Telecom";"mlab3-lga01";0.137139;1050684.573810;"0.004006999";"win32";"74.63.50.44";"speedtest";1328313629;31432.313061;0.170526;"0d4db558-3277-4028-9c6d-e82f732fdf1d";18881;"23";"Porto Alegre";0;2;2012;5;4;"20120204"
"108.20.233.197";"US";-71.259000;42.403000;"AS701 MCI Communications Services, Inc. d/b/a Verizon Business";"mlab3-lga01";0.019082;3013126.842060;"0.004006999";"win32";"74.63.50.44";"speedtest";1328313633;3224653.466570;0.019744;"ecca6a63-f2be-4812-bd3f-1ac690ab31cd";701;"MA";"Waltham";0;2;2012;5;4;"20120204"
"99.95.202.230";"US";-80.005700;32.987800;"AS7018 AT&T Services, Inc.";"mlab3-lga01";0.048735;2363600.566350;"0.004006999";"linux2";"74.63.50.44";"bittorrent";1328313768;361531.650606;-1.000000;"ee11ad40-d1ec-4932-98a1-969247788d26";7018;"SC";"Goose Creek";0;2;2012;5;4;"20120204"
"71.126.133.66";"US";-77.295300;38.903900;"AS701 MCI Communications Services, Inc. d/b/a Verizon Business";"mlab3-lga01";0.019020;3859344.375350;"0.004006999";"win32";"74.63.50.44";"bittorrent";1328313833;3084272.857854;-1.000000;"0720901b-72b5-4b85-bdda-a299e4446ebb";701;"VA";"Vienna";0;2;2012;5;4;"20120204"
"67.174.49.70";"US";-121.494400;38.581600;"AS7922 Comcast Cable Communications, Inc.";"mlab3-lga01";0.090979;2060147.350480;"0.004006999";"win32";"74.63.50.44";"speedtest";1328313902;301393.744395;0.089611;"49147ea5-74d5-482b-a6a6-d0b16faa5dfe";7922;"CA";"Sacramento";0;2;2012;5;4;"20120204"
"68.97.114.40";"US";-97.477000;35.333900;"AS22773 Cox Communications Inc.";"mlab3-lga01";0.056889;3216862.343350;"0.004006999";"win32";"74.63.50.44";"speedtest";1328313955;120727.900632;0.056068;"366b8c7a-9419-4125-a8d3-f0062533a958";22773;"OK";"Oklahoma City";0;2;2012;5;4;"20120204"
"99.130.96.199";"US";-117.490800;33.932900;"AS7018 AT&T Services, Inc.";"mlab3-lga01";0.102494;1386273.118882;"0.004006999";"linux2";"74.63.50.44";"bittorrent";1328314016;181876.272568;-1.000000;"0a3b2944-23c0-4116-a068-0d5627c0dec9";7018;"CA";"Riverside";0;2;2012;5;4;"20120204"
"76.171.137.182";"US";-117.197300;33.709200;"AS20001 Time Warner Cable Internet LLC";"mlab3-lga01";0.082474;2334524.652670;"0.004006999";"win32";"74.63.50.44";"speedtest";1328314053;562175.690821;0.117364;"e3335f99-597d-47fc-8216-4aa5df6028ac";20001;"CA";"Sun City";0;2;2012;5;4;"20120204"
"76.25.197.109";"US";-104.984700;39.739200;"AS7922 Comcast Cable Communications, Inc.";"mlab3-lga01";0.066846;1951190.237582;"0.004006999";"win32";"74.63.50.44";"bittorrent";1328314144;300477.869049;-1.000000;"e33a2f90-91f4-4712-b8b2-9e4296d19663";7922;"CO";"Denver";0;2;2012;5;4;"20120204"
"207.34.171.98";"CA";-95.000000;60.000000;"AS852 TELUS Communications Inc.";"mlab3-lga01";0.083498;720598.463462;"0.004006999";"win32";"74.63.50.44";"speedtest";1328314264;83067.385912;0.083997;"cc98364e-3c42-4878-ac11-5b85bef11b7d";852;"";"";0;2;2012;5;4;"20120204"
"72.181.251.247";"US";-96.771500;32.833900;"AS11427 Time Warner Cable Internet LLC";"mlab3-lga01";0.056483;1056134.583150;"0.004006999";"darwin";"74.63.50.44";"speedtest";1328314274;211804.317520;0.058935;"f6add6e0-3bfa-4414-8fb5-1ec8432ae8bf";11427;"TX";"Dallas";0;2;2012;5;4;"20120204"
"99.34.76.14";"US";-121.978000;37.779900;"AS7018 AT&T Services, Inc.";"mlab3-lga01";0.091333;325991.526308;"0.004006999";"linux2";"74.63.50.44";"speedtest";1328314304;78655.486409;0.106773;"d0271e0a-854f-4f73-b087-7be4c60e4f8c";7018;"CA";"San Ramon";0;2;2012;5;4;"20120204"
"65.29.223.12";"US";-84.529800;39.195900;"AS10796 Time Warner Cable Internet LLC";"mlab3-lga01";0.040767;5032538.538220;"0.004006999";"darwin";"74.63.50.44";"speedtest";1328314311;621013.793835;0.041951;"a631d0d5-ea06-404a-9e7f-da52f00d5f01";10796;"OH";"Cincinnati";0;2;2012;5;4;"20120204"
"68.118.53.121";"US";-123.945500;41.673100;"AS20115 Charter Communications";"mlab3-lga01";0.098289;1973695.041736;"0.004006999";"win32";"74.63.50.44";"bittorrent";1328314350;40224.389628;-1.000000;"68b19939-6d59-4a9c-950f-ef15333e498f";20115;"CA";"Crescent City";0;2;2012;5;4;"20120204"
"4.53.58.22";"US";-97.000000;38.000000;"AS3356 Level 3 Communications";"mlab3-lga01";0.006778;8605202.077580;"0.004006999";"darwin";"74.63.50.44";"speedtest";1328314366;8805144.385820;0.007643;"15eb85bd-e3cb-4d25-862c-2c4eba8ab47b";3356;"";"";0;2;2012;5;4;"20120204"
"173.46.247.143";"US";-85.555600;42.197500;"AS10796 Time Warner Cable Internet LLC";"mlab3-lga01";0.059382;60212.148407;"0.004006999";"win32";"74.63.50.44";"speedtest";1328314396;85277.341421;0.080419;"3ddc04d9-7784-4727-a298-2bf98e78d840";10796;"MI";"Portage";0;2;2012;5;4;"20120204"
"132.161.219.98";"US";-92.717600;41.721700;"AS22949 Grinnell College";"mlab3-lga01";0.045549;2999760.533730;"0.004006999";"win32";"74.63.50.44";"speedtest";1328314400;727095.483973;0.046252;"de23301c-c09c-4e47-aa2b-90a625720856";22949;"IA";"Grinnell";0;2;2012;5;4;"20120204"
"76.105.140.243";"US";-122.682700;45.533200;"AS7922 Comcast Cable Communications, Inc.";"mlab3-lga01";0.091347;401523.468766;"0.004006999";"darwin";"74.63.50.44";"speedtest";1328314427;363529.203679;0.089847;"619f12e6-7e7a-4475-96aa-abb7e35e6c27";7922;"OR";"Portland";0;2;2012;5;4;"20120204"
"216.137.130.21";"US";-82.124700;41.254600;"AS19009 OneCleveland";"mlab3-lga01";0.252267;326875.093265;"0.004006999";"win32";"74.63.50.44";"bittorrent";1328314476;16191.326312;-1.000000;"5f06222e-2f4b-4be6-99cf-45d6d98b7386";19009;"OH";"Lagrange";0;2;2012;5;4;"20120204"
"189.121.150.35";"BR";-46.665800;-23.473300;"AS28573 Serviços de Comunicação S.A.";"mlab3-lga01";0.126789;127634.772761;"0.004006999";"win32";"74.63.50.44";"bittorrent";1328314497;35026.050208;-1.000000;"af3f6951-b8bd-4803-bbf7-99148a36c429";28573;"27";"São Paulo";0;2;2012;5;4;"20120204"
"24.159.86.38";"US";-97.000000;38.000000;"AS20115 Charter Communications";"mlab3-lga01";0.049972;2250092.476620;"0.004006999";"win32";"74.63.50.44";"speedtest";1328314499;214342.042370;0.046245;"ed6c2b88-5ab0-4efa-a135-638d53ad1412";20115;"";"";0;2;2012;5;4;"20120204"
